oar_term,n_phrase_match,matched_phrases
unclear_color_value_meaning,55,axis meaning | black color | black-to-white/color gradient | blue color | clear color uses
unfamiliar_label_names,5,clear title/axis/label | label meaning | more title/axis/label | title/axis/label/descriptions | unfamiliar concepts/patterns
overall_confusing,5,ambiguous/confusing colors | confusing connection | distracting/confusing/unclear | overall shape | unclear meaning/confusing
no_font_differentiation,5,color differentiation | different font/word sizes/structure | font | single font | word rotation/small font size
difficult_cross_element_comparison,5,element sizes | more difficult | more difficult to compare/discern/distinguish | more difficult to focus/follow | more difficult to interpret/read/understand/differentiate
not_straight_to_point,5,harder to view data point | shape increase/decrease point | shape point of interest | straight lines | unique data point
ordered_arrangement,5,clear text arrangement/density | color variety/arrangement/distribution | distinguishable color variety/arrangement/distribution | ordered | shape arrangement
abstract_visual_forms,5,abstract shapes or colors | more forms | simple visual elements | visual clarity/appealing | visual cues
varying_circle_sizes,5,"a specific technique, e.g., bar, pie, circle | different font/word sizes/structure | element sizes | mismatched number-circle proportion | similar box sizes"
exact_values_displayed,5,exact feature | exact value | frame with values | separate values by color to show differences | values in the middle
high_point_density,5,clear text arrangement/density | harder to view data point | shape increase/decrease point | shape point of interest | unique data point
tidy_organized_layout,5,dense/cluttered layout | grid layout | image layout | less organized elements | organized/structured
unique_visual_form,5,simple visual elements | unique | unique data point | visual clarity/appealing | visual cues
familiar_domain_knowledge,5,"a specific domain | domain-specific concepts (e.g., chemical, biology, map) | familiar representation | not enough knowledge to tell | require specialized knowledge"
less_visually_appealing,5,appealing colors | visual clarity/appealing | visually overwhelming | visually stimulating  texture/colors | visually striking
explanatory_description_present,5,context/text/description | description | description easy to read | explanatory legend | eye-catching description
human_interpretable_layout,5,dense/cluttered layout | grid layout | image layout | more interpretable/readable/understandable | not interpretable/readable/understandable
blue_colored,5,blue color | clear colored bars/charts | colored bars/charts | colored shape | colored surface
visually_complex_overall,5,complex design | overall shape | visually overwhelming | visually stimulating  texture/colors | visually striking
small_box_indicators,5,shape indicators | similar box sizes | small | small and simple | word rotation/small font size
easily_recognizable_symbols,5,indicating symbols | not easily understood | recognizable objects | symbols | symbols and shading
similar_box_sizes,5,different font/word sizes/structure | element sizes | similar box sizes | similar colors | similar shapes
unknown_details,5,color details | fine/layered details | texture details | too many details/divisions | unknown hidden content
missing_explanatory_labels,5,cluttered labels/annotations | different labels | explanatory legend | lack of/not enough axis labels/legend/annotations/context | more labels/context
organized_structure,5,different font/word sizes/structure | less organized elements | looks random/messy/lack structure | organized/structured | unclear structure
ambiguous_numeric_values,5,ambiguous numbers | ambiguous/confusing colors | frame with values | separate values by color to show differences | values in the middle
image_is_blurry,5,blurry colors/images | image layout | image location | image portrayal | image size
difficult_to_model,5,hard to measure/model | more difficult | more difficult to compare/discern/distinguish | more difficult to focus/follow | more difficult to interpret/read/understand/differentiate
organized_structured_layout,5,dense/cluttered layout | grid layout | image layout | less organized elements | organized/structured
visually_stimulating_texture,5,striped texture | texture details | visually overwhelming | visually stimulating  texture/colors | visually striking
straight_line_encoding,5,line movement | line quantity representation | line thickness variation | straight lines | technical encoding
finer_intricate_details,5,color details | fine/layered details | more intricate | texture details | too many details/divisions
