imageName,VisType,rawUserComments,originalPhrases,originalSentiments,n_obj,n_attr,n_rel,objects,attributes,relationships
InfoVisJ.647.13(2).png,Text,How fast I can comprehend the content,How fast I can comprehend the content,(-),1,1,0,visualization --> whole.visualization [overall],fast_content_comprehension @ visualization (whole.visualization) [-],
economist_daily_chart_372.png,Point,,how organised/disorganised was the picture; how many type of entities they were; numbers on entities; numbers of unique shapes/colors,(+); (+); (+); (+),5,5,4,chart --> whole.visualization [overall] | entities --> content.data [data_area] | labels --> text.label [data_area] | shapes --> mark.shape [data_area] | colors --> property.color [legend],disorganised_layout @ chart (whole.visualization) [+] | multiple_entity_types @ entities (content.data) [+] | numbers_on_entities @ labels (text.label) [+] | multiple_unique_shapes @ shapes (mark.shape) [+] | multiple_unique_colors @ colors (property.color) [+],entities(content.data) --encoded_with--> shapes(mark.shape) [+] | entities(content.data) --encoded_with--> colors(property.color) [+] | labels(text.label) --describes(raw:annotates)--> entities(content.data) [+] | entities(content.data) --contributes_to_clutter_in--> chart(whole.visualization) [+]
InfoVisJ.599.10(2).png,Point,,Number of elements; Number of parameters; Number of colours; General complexity,(+); (+); (+); ?,4,4,3,chart --> whole.visualization [overall] | data_elements --> content.data [data_area] | parameters --> content.data [axes] | color_encoding --> property.color [legend],high_element_count @ data_elements (content.data) [+] | multiple_parameters_present @ parameters (content.data) [+] | many_colors_used @ color_encoding (property.color) [+] | generally_complex_layout @ chart (whole.visualization) [+],data_elements(content.data) --increases_clutter_in--> chart(whole.visualization) [+] | color_encoding(property.color) --encodes_multiple_parameters_of--> data_elements(content.data) [+] | parameters(content.data) --raises_cognitive_load_of--> chart(whole.visualization) [+]
InfoVisJ.2556.7(2).png,Text,The image looks more difficult to comprehend at first glance.,difficult to comprehend at first glance,(+),1,1,0,visualization --> whole.visualization [overall],high_initial_cognitive_load @ visualization (whole.visualization) [+],
VASTJ.51.7.png,Point,,Initial (intuitive) attractiveness to actually delve into the image and analyze it; Expected time and cognitive load to understand the logic of presentation; Expected time and cognitive load to understand the key takeaway of/ key patterns suggested by the image (separating information from noise); Expected time and cognitive load to understand the majority of information in the image (separating information from noise),(-); (+); (+); (+),4,6,3,visualization --> whole.visualization [overall] | presentation_logic --> structure.layout [overall] | key_patterns --> structure.pattern [data_area] | information_content --> content.data [data_area],initially_visually_attractive @ visualization (whole.visualization) [-] | invites_deeper_analysis @ visualization (whole.visualization) [-] | high_cognitive_load_to_decode @ presentation_logic (structure.layout) [+] | complex_presentation_logic @ presentation_logic (structure.layout) [+] | difficult_signal_noise_separation @ key_patterns (structure.pattern) [+] | high_information_processing_effort @ information_content (content.data) [+],visualization(whole.visualization) --requires_extended_time_to_understand--> presentation_logic(structure.layout) [+] | visualization(whole.visualization) --obscures_key_takeaway_within--> key_patterns(structure.pattern) [+] | information_content(content.data) --demands_effort_to_extract_from--> key_patterns(structure.pattern) [+]
InfoVisJ.621.9.png,Text,"simple, bare and not much is going in there that you wouldn't understand in one read.",not much is going in there,(-),1,1,0,visualization --> whole.visualization [overall],low_visual_activity @ visualization (whole.visualization) [-],
wsj200.png,Point,,Volume of information; Spread of information on the image; Data interpretation; Time to evaluate context,(+) (-); (+); (+); (+),5,5,3,chart --> whole.visualization [overall] | data_elements --> content.data [data_area] | axes --> furniture.axes [axes] | labels --> text.label [annotation] | legend --> furniture.legend [legend],high_information_volume @ data_elements (content.data) [+] | information_spread_across_image @ data_elements (content.data) [+] | requires_contextual_evaluation @ chart (whole.visualization) [+] | difficult_data_interpretation @ chart (whole.visualization) [+] | moderate_text_density @ labels (text.label) [-],data_elements(content.data) --distributed_across(raw:spreads_across)--> chart(whole.visualization) [+] | chart(whole.visualization) --demands_extended--> axes(furniture.axes) [+] | labels(text.label) --aids_interpretation(raw:aids_interpretation_of)--> data_elements(content.data) [-]
VASTC.159.2.png,Text,The image on the right is a lot more simple because there are only four highlighted words from a textbook that are also amplified so that they can be seen more clearly. Almost anything would be more complex than this image.,four highlighted words,(-),1,1,0,highlighted_words --> text.label [data_area],only_four_highlighted @ highlighted_words (text.label) [-],
VASTJ.1612.1(3).png,Text,The first image is kinda difficult to understand and has many elements intermingled,many elements intermingled; difficult to understand,(+); (+),2,2,1,chart --> whole.visualization [overall] | data_elements --> content.data [data_area],many_elements_intermingled @ data_elements (content.data) [+] | difficult_to_understand @ chart (whole.visualization) [+],data_elements(content.data) --contributes_to_difficulty_of--> chart(whole.visualization) [+]
InfoVisJ.1169.5(2).png,Text,"The right one has too many lines, you have to check from each word where every line goes.",too many lines; word; where every line goes,(+); (+); (+),3,4,3,lines --> mark.line [data_area] | text_labels --> text.label [axes] | chart --> whole.visualization [overall],too_many_lines @ lines (mark.line) [+] | difficult_to_trace_paths @ lines (mark.line) [+] | text_word_present @ text_labels (text.label) [+] | high_visual_clutter @ chart (whole.visualization) [+],lines(mark.line) --overwhelms--> chart(whole.visualization) [+] | text_labels(text.label) --describes(raw:labels)--> lines(mark.line) [+] | lines(mark.line) --obscures_destination_of--> chart(whole.visualization) [+]
InfoVisJ.621.2.png,Text,whilst the other one only has 2 (title and link).,only has 2; link; title,(-); (-); (-),3,3,2,chart --> whole.visualization [overall] | link --> structure.link [data_area] | title --> text.title [title],only_two_elements @ chart (whole.visualization) [-] | single_link_present @ link (structure.link) [-] | title_present @ title (text.title) [-],link(structure.link) --contributes_to--> chart(whole.visualization) [-] | title(text.title) --describes(raw:labels)--> chart(whole.visualization) [-]
InfoVisJ.2412.17(2).png,Text,I have to read every single item to understand the relationship.,read every item to understand,(+),2,2,1,visualization --> whole.visualization [overall] | text_items --> text.label [data_area],requires_reading_each_item @ text_items (text.label) [+] | high_reading_demand @ text_items (text.label) [+],visualization(whole.visualization) --requires_reading_to_understand--> text_items(text.label) [+]
VASTJ.1763.6.png,Text,"Colours variety, hard to read",hard to read; color variety,(+); (+),3,2,2,visualization --> whole.visualization [overall] | color_encoding --> property.color [data_area] | text_labels --> text.label [axes],hard_to_read @ text_labels (text.label) [+] | high_color_variety @ color_encoding (property.color) [+],color_encoding(property.color) --increases_effort(raw:increases_cognitive_load_of)--> visualization(whole.visualization) [+] | text_labels(text.label) --contributes_to_clutter_in--> visualization(whole.visualization) [+]
VASTC.183.14(1).png,Text,I can sort of understand Image 2 because it has words that I recognize.,words that I recognize,(-),1,1,0,text_labels --> text.label [overall],familiar_recognizable_words @ text_labels (text.label) [-],
InfoVisJ.953.10.png,Text,"I chose the second picture because the names of the countries were familiar and easier to process. I could understand the image and therefore it was less complex. The indications ""lowest"" and ""highest"" helped me to understand why there are two colors in the second image.",indications; names of the countriesr; two colors; easier to process,(-); (-); (-); (-),4,4,3,chart --> whole.visualization [overall] | country_labels --> text.label [axes] | color_encoding --> property.color [data_area] | indicators --> mark.symbol [data_area],country_names_labeled @ country_labels (text.label) [-] | only_two_colors_used @ color_encoding (property.color) [-] | clear_indications_present @ indicators (mark.symbol) [-] | easier_to_process @ chart (whole.visualization) [-],color_encoding(property.color) --simplifies(raw:reduces_complexity_of)--> chart(whole.visualization) [-] | country_labels(text.label) --aids_interpretation(raw:aids_interpretation_of)--> chart(whole.visualization) [-] | indicators(mark.symbol) --aids_interpretation(raw:supports_readability_of)--> chart(whole.visualization) [-]
InfoVisJ.1190.8.png,Text,There are a bunch of words mixed in there that makes so difficult to read each one of them with no color difference or font.; rotation of words different word sizes,bunch of words mixed; no font; no color difference; difficult to read; different word sizes; rotation of words,(+); (+); (+); (+); (+); (+),4,6,3,word_cloud --> whole.visualization [data_area] | text_labels --> text.label [data_area] | font_styling --> property.font_style [data_area] | color_scheme --> property.color [overall],dense_word_mixture @ word_cloud (whole.visualization) [+] | rotated_word_orientations @ word_cloud (whole.visualization) [+] | difficult_to_read @ text_labels (text.label) [+] | varying_word_sizes @ text_labels (text.label) [+] | no_font_differentiation @ font_styling (property.font_style) [+] | no_color_difference @ color_scheme (property.color) [+],word_cloud(whole.visualization) --causes_high_cognitive_load--> text_labels(text.label) [+] | font_styling(property.font_style) --contributes_to_clutter_in--> word_cloud(whole.visualization) [+] | color_scheme(property.color) --reduces_distinguishability_in--> text_labels(text.label) [+]
