image,sceneGraph,imageName,imageURL,VisType,mentioningColor,context,NormalizedVC,ConfusingSource,rawUserComments,UniqueTopics,CuratedUniqueTopics,CuratePhrasesMore/LessComplex,humanCuratedPhrases,originalSentiments,allStems,visual_objects,visual_attributes,visual_predicates,unmatched_stems,originalStems,objectWords,actionWords,originalStemPOS,oar_B_synset_objects,UniqueSubTopics,UniqueSubTopicsCount,UniqueTopicsCount,oar_B_synset_attributes,oar_B_synset_relationships
,,visMost777.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/visMost777.png,Area,,1.0,0.64,,"The image changes over something but not sure what, the meanings of color are not well defined. and it seems like a physical dimension but not sure","Schema; Color, Symbol, and Texture Details",,not sure; physical dimension; meanings of color not well defined.,2D/3D; unfamiliar concepts/patterns; unclear color meaning,(+); (+); (+),sure; physical; dimension; meaning; color; define,dimension (layout_component); dimension (quantity_reference); meaning (cognitive_element); color (perceptual_element),dimension (structure); meaning (cognitive),,"sure (in vocab, excluded); physical (unclustered); define (rare, 2 images)",sure; physical; dimension; mean; color; define,dimension; meaning; color,define,ADJ; ADJ; NOUN; NOUN; NOUN; VERB,visualization (whole); color (property); layout (structure),Dimensionality & Structure; Domain Familiarity; Color Palette & Contrast,,,interpretive_uncertainty_present (visualization); color_meaning_undefined (color); poorly_defined_color_legend (color); physical_dimension_present (layout),color --increases_ambiguity_in--> visualization; layout --adds_structural_complexity_to--> visualization
,,VASTJ.91.6.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/VASTJ.91.6.png,Area,,,0.64,,"although I do not know what the point of the left image is, I do see that it's just text that's repeating multiple times.",Semantics / Text Legibility; Immediacy / Cognitive Load,,text repeating multiple times; do not know the point,clear text/scale/information; unclear meaning/confusing,(+); (+),text; repeat; multiple; time; know; point,the point (quantity_reference); text (annotation); point (mark),multiple (structure); time (temporal),know (cognitive),"repeat (rare, 1 image)",text; repeat; multiple; time; know; point,text; time; point,repeat; know,NOUN; VERB; ADJ; NOUN; VERB; NOUN,label (text); visualization (whole),Annotations & Labels; Semantic Clarity,,,repeated_multiple_times (label); unclear_purpose (visualization),label --increases_clutter_in--> visualization
,,vis230.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/vis230.png,Bar,,,0.64,,I don't understand the graphics well,Immediacy / Cognitive Load,,don't understand,not interpretable/readable/understandable,(+),understand,,,understand (cognitive),,understand,,understand,VERB,visualization (whole),Interpretive Difficulty,,,difficult_to_interpret (visualization),
,,SciVisJ.857.8(3).png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/SciVisJ.857.8(3).png,Cont.-ColorPatn,,,0.64,,just a map with colours,"Schema; Color, Symbol, and Texture Details",,map; colors,"domain-specific concepts (e.g., chemical, biology, map); unclear colormaps",(+) (-); (+) (-),map; color,map (chart_type); color (perceptual_element),,,,map; color,map; color,,NOUN; NOUN,visualization (whole); color (property),Domain Familiarity; Color Palette & Contrast,,,familiar_map_format (visualization); multiple_colors_present (color),color --applied_to--> visualization
,,VisJ.1329.1(4).png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/VisJ.1329.1(4).png,Glyph,,,0.64,,2. I dont understand what the shapes represent. 3. Why is it moving like that.,Immediacy / Cognitive Load,,Why is it moving like that.; dont understand what the shapes represent.,unclear movement; unclear shape meaning,(+); (+),move; understand; shape; represent,shape (mark); shape (perceptual_element),,understand (cognitive); shape (evaluative); represent (semantic),move (unclustered),move; like; not; understand; shape; represent,shape,move; understand; represent,VERB; ADP; PART; VERB; NOUN; VERB,shape (mark); encoding (property),Semantic Clarity,,,unclear_shape_meaning (shape); unrecognizable_visual_encoding (shape); confusing_movement_pattern (encoding); unexplained_animation_behavior (encoding),encoding --increases_confusion_of--> shape
,,VisJ.1949.4(3).png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/VisJ.1949.4(3).png,Glyph,,,0.64,,"This image is more difficult to understand, it is complex, the message it wants to convey is not understood.",Immediacy / Cognitive Load,,more difficult to understand,more difficult to interpret/read/understand/differentiate,(+),difficult; understand,,difficult (readability),understand (cognitive),,difficult; understand,,understand,ADJ; VERB,visualization (whole),Interpretive Difficulty,,,difficult_to_understand (visualization),
,,VisC.249.6.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/VisC.249.6.png,Glyph,,,0.64,,there are too many spirale,Data Density / Image Clutter,,too many spirals,more charts/points/lines/shapes/elements,(+),spiral,,too many (quantity_descriptor),,"spiral (rare, 1 image)",spiral,spiral,,NOUN,shape (mark),Element Quantity,,,too_many_spirals (shape),
,,VASTC.115.3.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/VASTC.115.3.png,Grid,,,0.64,,more difficulty reading.,Immediacy / Cognitive Load,,more difficulty reading,more difficult to interpret/read/understand/differentiate,(+),difficulty; read,,,read (cognitive),"difficulty (rare, 1 image)",difficulty; read,difficulty,read,NOUN; VERB,visualization (whole),Interpretive Difficulty,,,difficult_to_read (visualization),
,,InfoVisJ.522.15.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/InfoVisJ.522.15.png,Grid,,,0.64,,appears to have a lot of data points; unclear what the differences are between the four different matrices and snippets; the quadrants appear to provide slightly more detailed information,Data Density / Image Clutter; Immediacy / Cognitive Load,,a lot of data points; unclear what the differences are,more charts/points/lines/shapes/elements; hard to interpret/read/understand,(+); (+),lot; datum; point; unclear; difference,a lot (quantity_reference); lot (quantity_reference); datum (data_element); point (mark); difference (quantity_reference),a lot (quantity_descriptor); lot (quantity_descriptor); unclear (readability); unclear (information_quality),,,lot; datum; point; unclear; differ,lot; datum; point; difference,,NOUN; NOUN; NOUN; ADJ; NOUN,point (mark); visualization (whole),Element Quantity; Interpretive Difficulty,,,high_quantity_of_points (point); differences_unclear (visualization),point --increases_clutter_in--> visualization
,,InfoVisJ.1677.10.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/InfoVisJ.1677.10.png,Node-link,,,0.64,,I find the node-like graph difficult to comprehend and therefore more complex than the other graph. The colour distribution in the first chart appears more complex. The random-looking figure created by the data points in the first chart looks more complex. The lack of reference points such as axes makes the first image look more complex compared with the second chart.,Immediacy / Cognitive Load,,difficult to comprehend,hard to interpret/read/understand,(+),difficult; comprehend,,difficult (readability),comprehend (cognitive),,difficult; comprehend,,comprehend,ADJ; VERB,visualization (whole),Interpretive Difficulty,,,difficult_to_comprehend (visualization),
,,InfoVisJ.349.1(3).png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/InfoVisJ.349.1(3).png,Node-link,,,0.64,,The other image had a more apparent flow and pattern.,Schema,,apparent flow; pattern,familiar representation,(-); (+) (-),apparent; flow; pattern,pattern (layout_component); pattern (quantity_reference),,,apparent (unclustered); flow (unclustered),apparent; flow; pattern,flow; pattern,,ADJ; NOUN; NOUN,visualization (whole); pattern (structure),Domain Familiarity,,,apparent_flow_present (pattern); complex_pattern (pattern),pattern --reduces_cognitive_load_via--> visualization; pattern --increases_complexity_through--> visualization
,,VASTJ.422.7.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/VASTJ.422.7.png,Point,,,0.64,,Larger dataset; Bigger key so more things to analyse; More colours,"Data Density / Image Clutter; Semantics / Text Legibility; Color, Symbol, and Texture Details",,Larger dataset; so more things; Bigger key; More colors,large dataset; more detailed/things; too much legend; color variety/arrangement/distribution,(+); (+); (+); (+),large; dataset; thing; big; key; color,key (chart_component); key (quantity_reference); color (perceptual_element),large (size_density); big (size_density); key (information_quality),,"dataset (rare, 1 image); thing (unclustered)",large; dataset; thing; big; key; color,dataset; thing; key; color,,ADJ; NOUN; NOUN; ADJ; NOUN; NOUN,data (content); legend (furniture); color (property),Information Volume; Annotations & Labels; Color Palette & Contrast,,,larger_dataset_size (data); more_visual_elements (data); bigger_key_size (legend); more_colors_used (color),data --increases_entries_in--> legend; color --adds_visual_complexity_to--> data
,,v490_n7419_7_f3.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/v490_n7419_7_f3.png,Point,,,0.64,,"4 axes in one graph is too much no legends, two graphs",Data Density / Image Clutter; Semantics / Text Legibility,,two graph; 4 axes; no legends,multiple features/elements/graphs; lack of/not enough axis labels/legend/annotations/context; more title/axis/label,(+); (+); (+),graph; axis; legend,graph (chart_type); axis (chart_component); legend (chart_component),,legend (evaluative),,graph; axis; legend,graph; axis; legend,,NOUN; NOUN; NOUN,visualization (whole); axes (furniture); legend (furniture),Element Quantity; Annotations & Labels,,,one_of_two_panels (visualization); four_axes_present (axes); no_legend_provided (legend),visualization --paired_with--> visualization; axes --spans_across--> visualization; legend --absent_from--> visualization
,,InfoVisJ.1190.8.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/InfoVisJ.1190.8.png,Text,,,0.64,,There are a bunch of words mixed in there that makes so difficult to read each one of them with no color difference or font.; rotation of words different word sizes,"Semantics / Text Legibility; Color, Symbol, and Texture Details; Immediacy / Cognitive Load",,bunch of words mixed; no font; no color difference; difficult to read; different word sizes; rotation of words,different font/word sizes/structure; lack of/not enough axis labels/legend/annotations/context; more labels/context; word rotation/small font size; no color difference; hard to interpret/read/understand/differentiate,(+); (+); (+); (+); (+); (+),bunch; word; mix; font; color; difference; difficult; read; different; size; rotation,color difference (perceptual_element); word (annotation); font (annotation); color (perceptual_element); difference (quantity_reference); size (perceptual_element),color difference (color); difficult (readability); different (structure),mix (structural); read (cognitive),bunch (unclustered); rotation (unclustered),bunch; word; mix; font; color; differ; difficult; read; size; rotation,bunch; word; font; color; difference; rotation,mix; read; size,NOUN; NOUN; VERB; NOUN; NOUN; NOUN; ADJ; VERB; VERB; NOUN,visualization (whole); label (text); font_style (property); color (property),Typography & Readability; Annotations & Labels; Color Palette & Contrast; Interpretive Difficulty,,,dense_word_mixture (visualization); rotated_word_orientations (visualization); difficult_to_read (label); varying_word_sizes (label); no_font_differentiation (font_style); no_color_difference (color),visualization --causes_high_cognitive_load--> label; font_style --contributes_to_clutter_in--> visualization; color --reduces_distinguishability_in--> label
